source_zip,source_file,side,reason
1989-Upper-Deck.zip,1989_Upper-Deck/13b_Gary-Sheffield-SR-RC-CORCOR-SS-on-upper-right-front-is-orien_front.jpg,front,'13b' recovers to '13' (R4-letter-variant) but that slot is held by '1989_Upper-Deck/13a_Gary-Sheffield-SR-RC-ERRERR-SS-on-upper-right-front-is-upsid_front.jpg'
1989-Upper-Deck.zip,1989_Upper-Deck/321b_Gary-Varsho-RC-CORCOR-Corrected-photo-road-blue-white-unifor_back.jpg,back,'321b' recovers to '321' (R4-letter-variant) but that slot is held by '1989_Upper-Deck/321a_Gary-Varsho-RC-ERRERR-Mike-Bielecki-pictured-on-back-home-wh_back.jpg'
1989-Upper-Deck.zip,1989_Upper-Deck/321b_Gary-Varsho-RC-CORCOR-Corrected-photo-road-blue-white-unifor_front.jpg,front,'321b' recovers to '321' (R4-letter-variant) but that slot is held by '1989_Upper-Deck/321a_Gary-Varsho-RC-ERRERR-Mike-Bielecki-pictured-on-back-home-wh_front.jpg'
1989-Upper-Deck.zip,1989_Upper-Deck/357b_Dale-Murphy-CORCOR-Front-photo-correct_back.jpg,back,'357b' recovers to '357' (R4-letter-variant) but that slot is held by '1989_Upper-Deck/357a_Dale-Murphy-ERRERR-Reversed-image-on-front_back.jpg'
1989-Upper-Deck.zip,1989_Upper-Deck/357b_Dale-Murphy-CORCOR-Front-photo-correct_front.jpg,front,'357b' recovers to '357' (R4-letter-variant) but that slot is held by '1989_Upper-Deck/357a_Dale-Murphy-ERRERR-Reversed-image-on-front_front.jpg'
1989-Upper-Deck.zip,1989_Upper-Deck/583b_Mike-Gallego-CORCOR-Facing-right_back.jpg,back,'583b' recovers to '583' (R4-letter-variant) but that slot is held by '1989_Upper-Deck/583a_Mike-Gallego-ERRERR-Reversed-image-on-back_back.jpg'
1989-Upper-Deck.zip,1989_Upper-Deck/583b_Mike-Gallego-CORCOR-Facing-right_front.jpg,front,'583b' recovers to '583' (R4-letter-variant) but that slot is held by '1989_Upper-Deck/583a_Mike-Gallego-ERRERR-Reversed-image-on-back_front.jpg'
1989-Upper-Deck.zip,1989_Upper-Deck/627b_Bill-Schroeder-CORCOR-Corrected-photo-arms-crossed_back.jpg,back,'627b' recovers to '627' (R4-letter-variant) but that slot is held by '1989_Upper-Deck/627a_Bill-Schroeder-ERRERR-Photo-on-back-actually-Ronn-Reynolds-d_back.jpg'
1989-Upper-Deck.zip,1989_Upper-Deck/627b_Bill-Schroeder-CORCOR-Corrected-photo-arms-crossed_front.jpg,front,'627b' recovers to '627' (R4-letter-variant) but that slot is held by '1989_Upper-Deck/627a_Bill-Schroeder-ERRERR-Photo-on-back-actually-Ronn-Reynolds-d_front.jpg'
1989-Upper-Deck.zip,1989_Upper-Deck/628b_Fred-Manrique-CORCOR-Corrected-photo-batting_back.jpg,back,'628b' recovers to '628' (R4-letter-variant) but that slot is held by '1989_Upper-Deck/628a_Fred-Manrique-ERRERR-Photo-on-back-actually-Ozzie-Guillen-th_back.jpg'
1989-Upper-Deck.zip,1989_Upper-Deck/628b_Fred-Manrique-CORCOR-Corrected-photo-batting_front.jpg,front,'628b' recovers to '628' (R4-letter-variant) but that slot is held by '1989_Upper-Deck/628a_Fred-Manrique-ERRERR-Photo-on-back-actually-Ozzie-Guillen-th_front.jpg'
1989-Upper-Deck.zip,1989_Upper-Deck/636b_Herm-Winningham-CORCOR-Last-name-correctly-spelled-Winningha_back.jpg,back,'636b' recovers to '636' (R4-letter-variant) but that slot is held by '1989_Upper-Deck/636a_Herm-Winningham-ERRERR-Last-name-misspelled-Wlnningham-lower_back.jpg'
1989-Upper-Deck.zip,1989_Upper-Deck/636b_Herm-Winningham-CORCOR-Last-name-correctly-spelled-Winningha_front.jpg,front,'636b' recovers to '636' (R4-letter-variant) but that slot is held by '1989_Upper-Deck/636a_Herm-Winningham-ERRERR-Last-name-misspelled-Wlnningham-lower_front.jpg'
1989-Upper-Deck.zip,1989_Upper-Deck/652b_Pat-Sheridan-CORCOR-Position-on-front-OF_back.jpg,back,'652b' recovers to '652' (R4-letter-variant) but that slot is held by '1989_Upper-Deck/652a_Pat-Sheridan-ERRERR-No-position-on-front_back.jpg'
1989-Upper-Deck.zip,1989_Upper-Deck/652b_Pat-Sheridan-CORCOR-Position-on-front-OF_front.jpg,front,'652b' recovers to '652' (R4-letter-variant) but that slot is held by '1989_Upper-Deck/652a_Pat-Sheridan-ERRERR-No-position-on-front_front.jpg'
1989-Upper-Deck.zip,1989_Upper-Deck/659b_Jose-Canseco-AW-VARVAR-Blue-eagle-logo_back.jpg,back,'659b' recovers to '659' (R4-letter-variant) but that slot is held by '1989_Upper-Deck/659a_Jose-Canseco-AWVAR-Black-eagle-logo_back.jpg'
1989-Upper-Deck.zip,1989_Upper-Deck/659b_Jose-Canseco-AW-VARVAR-Blue-eagle-logo_front.jpg,front,'659b' recovers to '659' (R4-letter-variant) but that slot is held by '1989_Upper-Deck/659a_Jose-Canseco-AWVAR-Black-eagle-logo_front.jpg'
1989-Upper-Deck.zip,1989_Upper-Deck/701a_Checklist-701-800-CL-UER-ERRUER-796-Odibbe-McDowell-ERR-Upsi_back.jpg,back,'701a' recovers to '701' (R4-letter-variant) but that slot is held by '1989_Upper-Deck/701_Checklist-701-800-CL-UER-CORUER-796-Odibbe-McDowell-COR-MLBP_back.jpg'
1989-Upper-Deck.zip,1989_Upper-Deck/701a_Checklist-701-800-CL-UER-ERRUER-796-Odibbe-McDowell-ERR-Upsi_front.jpg,front,'701a' recovers to '701' (R4-letter-variant) but that slot is held by '1989_Upper-Deck/701_Checklist-701-800-CL-UER-CORUER-796-Odibbe-McDowell-COR-MLBP_front.jpg'
1989-Upper-Deck.zip,1989_Upper-Deck/72b_Brian-Holton-CORCOR-Corrected-photo-home-uniform_back.jpg,back,'72b' recovers to '72' (R4-letter-variant) but that slot is held by '1989_Upper-Deck/72a_Brian-Holton-ERRERR-Shawn-Hillegas-pictured-on-front_back.jpg'
1989-Upper-Deck.zip,1989_Upper-Deck/72b_Brian-Holton-CORCOR-Corrected-photo-home-uniform_front.jpg,front,'72b' recovers to '72' (R4-letter-variant) but that slot is held by '1989_Upper-Deck/72a_Brian-Holton-ERRERR-Shawn-Hillegas-pictured-on-front_front.jpg'
1990-Bowman.zip,1990_Bowman/251b_David-Segui-RC-CORCOR-Bio-info-on-back_back.jpg,back,'251b' recovers to '251' (R4-letter-variant) but that slot is held by '1990_Bowman/251a_David-Segui-RC-ERRERR-Missing-bio-info-on-back_back.jpg'
1990-Bowman.zip,1990_Bowman/251b_David-Segui-RC-CORCOR-Bio-info-on-back_front.jpg,front,'251b' recovers to '251' (R4-letter-variant) but that slot is held by '1990_Bowman/251a_David-Segui-RC-ERRERR-Missing-bio-info-on-back_front.jpg'
1990-Donruss.zip,1990_Donruss/100-2_Checklist-28-125-CLVAR-Factory-Set-border-Cards-28-125_back.jpg,back,combo/leader or unparseable number: '100-2'
1990-Donruss.zip,1990_Donruss/100-2_Checklist-28-125-CLVAR-Factory-Set-border-Cards-28-125_front.jpg,front,combo/leader or unparseable number: '100-2'
1990-Donruss.zip,1990_Donruss/200-2_Checklist-126-223-CLVAR-Factory-Set-border-Cards-126-223_back.jpg,back,combo/leader or unparseable number: '200-2'
1990-Donruss.zip,1990_Donruss/200-2_Checklist-126-223-CLVAR-Factory-Set-border-Cards-126-223_front.jpg,front,combo/leader or unparseable number: '200-2'
1990-Donruss.zip,1990_Donruss/300-2_Checklist-224-321-CLVAR-Factory-Set-border-Cards-224-321_back.jpg,back,combo/leader or unparseable number: '300-2'
1990-Donruss.zip,1990_Donruss/300-2_Checklist-224-321-CLVAR-Factory-Set-border-Cards-224-321_front.jpg,front,combo/leader or unparseable number: '300-2'
1990-Donruss.zip,1990_Donruss/400-2_Checklist-322-419-CLVAR-Factory-Set-border-Cards-322-419_back.jpg,back,combo/leader or unparseable number: '400-2'
1990-Donruss.zip,1990_Donruss/400-2_Checklist-322-419-CLVAR-Factory-Set-border-Cards-322-419_front.jpg,front,combo/leader or unparseable number: '400-2'
1990-Donruss.zip,1990_Donruss/500-2_Checklist-420-517-CLVAR-Factory-Set-border-Cards-420-517_back.jpg,back,combo/leader or unparseable number: '500-2'
1990-Donruss.zip,1990_Donruss/500-2_Checklist-420-517-CLVAR-Factory-Set-border-Cards-420-517_front.jpg,front,combo/leader or unparseable number: '500-2'
1990-Donruss.zip,1990_Donruss/600-2_Checklist-518-617-CLVAR-Factory-Set-border-Cards-518-617_back.jpg,back,combo/leader or unparseable number: '600-2'
1990-Donruss.zip,1990_Donruss/600-2_Checklist-518-617-CLVAR-Factory-Set-border-Cards-518-617_front.jpg,front,combo/leader or unparseable number: '600-2'
1990-Donruss.zip,1990_Donruss/665-2_Nolan-Ryan-KOK_back.jpg,back,combo/leader or unparseable number: '665-2'
1990-Donruss.zip,1990_Donruss/665-2_Nolan-Ryan-KOK_front.jpg,front,combo/leader or unparseable number: '665-2'
1990-Donruss.zip,1990_Donruss/700-2_Checklist-618-716-CLVAR-Factory-Set-border-Cards-618-716-no-_back.jpg,back,combo/leader or unparseable number: '700-2'
1990-Donruss.zip,1990_Donruss/700-2_Checklist-618-716-CLVAR-Factory-Set-border-Cards-618-716-no-_front.jpg,front,combo/leader or unparseable number: '700-2'
1990-Upper-Deck.zip,1990_Upper-Deck/101b_Gerald-Perry-CORCOR-Copyright-date-on-back_back.jpg,back,'101b' recovers to '101' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/101a_Gerald-Perry-ERRERR-No-copyright-date-on-back_back.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/101b_Gerald-Perry-CORCOR-Copyright-date-on-back_front.jpg,front,'101b' recovers to '101' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/101a_Gerald-Perry-ERRERR-No-copyright-date-on-back_front.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/102b_Kevin-Appier-COR-RCCOR-Copyright-date-on-back_back.jpg,back,'102b' recovers to '102' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/102a_Kevin-Appier-ERR-RCERR-No-copyright-date-on-back_back.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/102b_Kevin-Appier-COR-RCCOR-Copyright-date-on-back_front.jpg,front,'102b' recovers to '102' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/102a_Kevin-Appier-ERR-RCERR-No-copyright-date-on-back_front.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/103b_Julio-Franco-CORCOR-Copyright-date-on-back_back.jpg,back,'103b' recovers to '103' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/103a_Julio-Franco-ERRERR-No-copyright-date-on-back_back.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/103b_Julio-Franco-CORCOR-Copyright-date-on-back_front.jpg,front,'103b' recovers to '103' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/103a_Julio-Franco-ERRERR-No-copyright-date-on-back_front.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/104b_Craig-Biggio-CORCOR-Copyright-date-on-back_back.jpg,back,'104b' recovers to '104' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/104a_Craig-Biggio-ERRERR-No-copyright-date-on-back_back.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/104b_Craig-Biggio-CORCOR-Copyright-date-on-back_front.jpg,front,'104b' recovers to '104' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/104a_Craig-Biggio-ERRERR-No-copyright-date-on-back_front.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/105b_Bo-Jackson-COR-UERCOR-Copyright-date-on-back_back.jpg,back,'105b' recovers to '105' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/105a_Bo-Jackson-ERR-UERERR-No-copyright-date-on-back_back.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/105b_Bo-Jackson-COR-UERCOR-Copyright-date-on-back_front.jpg,front,'105b' recovers to '105' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/105a_Bo-Jackson-ERR-UERERR-No-copyright-date-on-back_front.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/106b_Junior-Felix-CORCOR-Copyright-date-on-back_back.jpg,back,'106b' recovers to '106' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/106a_Junior-Felix-ERRERR-No-copyright-date-on-back_back.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/106b_Junior-Felix-CORCOR-Copyright-date-on-back_front.jpg,front,'106b' recovers to '106' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/106a_Junior-Felix-ERRERR-No-copyright-date-on-back_front.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/107b_Mike-Harkey-CORCOR-Copyright-date-on-back_back.jpg,back,'107b' recovers to '107' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/107a_Mike-Harkey-ERRERR-No-copyright-date-on-back_back.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/107b_Mike-Harkey-CORCOR-Copyright-date-on-back_front.jpg,front,'107b' recovers to '107' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/107a_Mike-Harkey-ERRERR-No-copyright-date-on-back_front.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/108b_Fred-McGriff-CORCOR-Copyright-date-on-back_back.jpg,back,'108b' recovers to '108' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/108a_Fred-McGriff-ERRERR-No-copyright-date-on-back_back.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/108b_Fred-McGriff-CORCOR-Copyright-date-on-back_front.jpg,front,'108b' recovers to '108' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/108a_Fred-McGriff-ERRERR-No-copyright-date-on-back_front.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/109b_Rick-Sutcliffe-CORCOR-Copyright-date-on-back_back.jpg,back,'109b' recovers to '109' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/109a_Rick-Sutcliffe-ERRERR-No-copyright-date-on-back_back.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/109b_Rick-Sutcliffe-CORCOR-Copyright-date-on-back_front.jpg,front,'109b' recovers to '109' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/109a_Rick-Sutcliffe-ERRERR-No-copyright-date-on-back_front.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/110b_Pete-O-Brien-CORCOR-Copyright-date-on-back_back.jpg,back,'110b' recovers to '110' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/110a_Pete-O-Brien-ERRERR-No-copyright-date-on-back_back.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/110b_Pete-O-Brien-CORCOR-Copyright-date-on-back_front.jpg,front,'110b' recovers to '110' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/110a_Pete-O-Brien-ERRERR-No-copyright-date-on-back_front.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/111b_Kelly-Gruber-CORCOR-Copyright-date-on-back_back.jpg,back,'111b' recovers to '111' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/111a_Kelly-Gruber-ERRERR-No-copyright-date-on-back_back.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/111b_Kelly-Gruber-CORCOR-Copyright-date-on-back_front.jpg,front,'111b' recovers to '111' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/111a_Kelly-Gruber-ERRERR-No-copyright-date-on-back_front.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/112b_Dwight-Evans-CORCOR-Copyright-date-on-back_back.jpg,back,'112b' recovers to '112' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/112a_Dwight-Evans-ERRERR-No-copyright-date-on-back_back.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/112b_Dwight-Evans-CORCOR-Copyright-date-on-back_front.jpg,front,'112b' recovers to '112' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/112a_Dwight-Evans-ERRERR-No-copyright-date-on-back_front.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/113b_Pat-Borders-CORCOR-Copyright-date-on-back_back.jpg,back,'113b' recovers to '113' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/113a_Pat-Borders-ERRERR-No-copyright-date-on-back_back.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/113b_Pat-Borders-CORCOR-Copyright-date-on-back_front.jpg,front,'113b' recovers to '113' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/113a_Pat-Borders-ERRERR-No-copyright-date-on-back_front.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/114b_Dwight-Gooden-CORCOR-Copyright-date-on-back_back.jpg,back,'114b' recovers to '114' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/114a_Dwight-Gooden-ERRERR-No-copyright-date-on-back_back.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/114b_Dwight-Gooden-CORCOR-Copyright-date-on-back_front.jpg,front,'114b' recovers to '114' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/114a_Dwight-Gooden-ERRERR-No-copyright-date-on-back_front.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/115b_Kevin-Batiste-RC-CORCOR-Copyright-date-on-back_back.jpg,back,'115b' recovers to '115' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/115a_Kevin-Batiste-RC-ERRERR-No-copyright-date-on-back_back.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/115b_Kevin-Batiste-RC-CORCOR-Copyright-date-on-back_front.jpg,front,'115b' recovers to '115' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/115a_Kevin-Batiste-RC-ERRERR-No-copyright-date-on-back_front.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/116b_Eric-Davis-CORCOR-Copyright-date-on-back_back.jpg,back,'116b' recovers to '116' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/116a_Eric-Davis-ERRERR-No-copyright-date-on-back_back.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/116b_Eric-Davis-CORCOR-Copyright-date-on-back_front.jpg,front,'116b' recovers to '116' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/116a_Eric-Davis-ERRERR-No-copyright-date-on-back_front.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/117b_Kevin-Mitchell-COR-UERCOR-Copyright-date-on-back-UER-1988-HR_back.jpg,back,'117b' recovers to '117' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/117a_Kevin-Mitchell-ERR-UERERR-No-copyright-date-on-back-UER-1988_back.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/117b_Kevin-Mitchell-COR-UERCOR-Copyright-date-on-back-UER-1988-HR_front.jpg,front,'117b' recovers to '117' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/117a_Kevin-Mitchell-ERR-UERERR-No-copyright-date-on-back-UER-1988_front.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/118b_Ron-Oester-CORCOR-Copyright-date-on-back_back.jpg,back,'118b' recovers to '118' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/118a_Ron-Oester-ERRERR-No-copyright-date-on-back_back.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/118b_Ron-Oester-CORCOR-Copyright-date-on-back_front.jpg,front,'118b' recovers to '118' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/118a_Ron-Oester-ERRERR-No-copyright-date-on-back_front.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/119b_Brett-Butler-CORCOR-Copyright-date-on-back_back.jpg,back,'119b' recovers to '119' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/119a_Brett-Butler-ERRERR-No-copyright-date-on-back_back.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/119b_Brett-Butler-CORCOR-Copyright-date-on-back_front.jpg,front,'119b' recovers to '119' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/119a_Brett-Butler-ERRERR-No-copyright-date-on-back_front.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/120b_Danny-Jackson-CORCOR-Copyright-date-on-back_back.jpg,back,'120b' recovers to '120' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/120a_Danny-Jackson-ERRERR-No-copyright-date-on-back_back.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/120b_Danny-Jackson-CORCOR-Copyright-date-on-back_front.jpg,front,'120b' recovers to '120' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/120a_Danny-Jackson-ERRERR-No-copyright-date-on-back_front.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/121b_Tommy-Gregg-CORCOR-Copyright-date-on-back_back.jpg,back,'121b' recovers to '121' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/121a_Tommy-Gregg-ERRERR-No-copyright-date-on-back_back.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/121b_Tommy-Gregg-CORCOR-Copyright-date-on-back_front.jpg,front,'121b' recovers to '121' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/121a_Tommy-Gregg-ERRERR-No-copyright-date-on-back_front.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/122b_Ken-Caminiti-CORCOR-Copyright-date-on-back_back.jpg,back,'122b' recovers to '122' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/122a_Ken-Caminiti-ERRERR-No-copyright-date-on-back_back.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/122b_Ken-Caminiti-CORCOR-Copyright-date-on-back_front.jpg,front,'122b' recovers to '122' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/122a_Ken-Caminiti-ERRERR-No-copyright-date-on-back_front.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/123b_Kevin-Brown-CORCOR-Copyright-date-on-back_back.jpg,back,'123b' recovers to '123' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/123a_Kevin-Brown-ERRERR-No-copyright-date-on-back_back.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/123b_Kevin-Brown-CORCOR-Copyright-date-on-back_front.jpg,front,'123b' recovers to '123' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/123a_Kevin-Brown-ERRERR-No-copyright-date-on-back_front.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/124b_George-Brett-COR-UERCOR-Copyright-date-on-back-UER-133-runs-_back.jpg,back,'124b' recovers to '124' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/124a_George-Brett-ERR-UERERR-No-copyright-date-on-back-UER-133-ru_back.jpg'
