Year,Brand,Set,Card Number,Player,Notes
1998,Topps,Topps,115,Esteban Loaiza,
1998,Topps,Topps,116,Stan Javier,
1998,Topps,Topps,117,Chris Gomez,
1998,Topps,Topps,118,Royce Clayton,
1998,Topps,Topps,119,Orlando Merced,
1998,Topps,Topps,120,Kevin Appier,
1998,Topps,Topps,121,Melvin Nieves,
1998,Topps,Topps,122,Joe Girardi,
1998,Topps,Topps,123,Rico Brogna,
1998,Topps,Topps,124,Kent Mercker,
1998,Topps,Topps,125,Manny Ramirez,
1998,Topps,Topps,126,Jeromy Burnitz,
1998,Topps,Topps,127,Kevin Foster,
1998,Topps,Topps,128,Matt Morris,
1998,Topps,Topps,129,Jason Dickson,ASR
1998,Topps,Topps,130,Tom Glavine,
1998,Topps,Topps,131,Wally Joyner,
1998,Topps,Topps,132,Rick Reed,
1998,Topps,Topps,133,Todd Jones,
1998,Topps,Topps,134,Dave Martinez,
1998,Topps,Topps,135,Sandy Alomar,
1998,Topps,Topps,136,Mike Lansing,
1998,Topps,Topps,137,Sean Berry,
1998,Topps,Topps,138,Doug Jones,
1998,Topps,Topps,139,Todd Stottlemyre,
1998,Topps,Topps,140,Jay Bell,
1998,Topps,Topps,141,Jaime Navarro,
1998,Topps,Topps,142,Chris Hoiles,
1998,Topps,Topps,143,Joey Cora,
1998,Topps,Topps,144,Scott Spiezio,
1998,Topps,Topps,145,Joe Carter,
1998,Topps,Topps,146,Jose Guillen,ASR
1998,Topps,Topps,147,Damion Easley,
1998,Topps,Topps,148,Lee Stevens,
1998,Topps,Topps,149,Alex Fernandez,
1998,Topps,Topps,150,Randy Johnson,
1998,Topps,Topps,151,J.T. Snow,
1998,Topps,Topps,152,Chuck Finley,
1998,Topps,Topps,153,Bernard Gilkey,
1998,Topps,Topps,154,David Segui,
1998,Topps,Topps,155,Dante Bichette,
1998,Topps,Topps,156,Kevin Stocker,
1998,Topps,Topps,157,Carl Everett,
1998,Topps,Topps,158,Jose Valentin,
1998,Topps,Topps,159,Pokey Reese,
1998,Topps,Topps,160,Derek Jeter,
1998,Topps,Topps,161,Roger Pavlik,
1998,Topps,Topps,162,Mark Wohlers,
1998,Topps,Topps,163,Ricky Bottalico,
1998,Topps,Topps,164,Ozzie Guillen,
1998,Topps,Topps,165,Mike Mussina,
1998,Topps,Topps,166,Gary Sheffield,
1998,Topps,Topps,167,Hideo Nomo,
1998,Topps,Topps,168,Mark Grace,
1998,Topps,Topps,169,Aaron Sele,
1998,Topps,Topps,170,Darryl Kile,
1998,Topps,Topps,171,Shawn Estes,
1998,Topps,Topps,172,Vinny Castilla,
1998,Topps,Topps,173,Ron Coomer,
1998,Topps,Topps,174,Jose Rosado,
1998,Topps,Topps,175,Kenny Lofton,
1998,Topps,Topps,176,Jason Giambi,
1998,Topps,Topps,177,Hal Morris,
1998,Topps,Topps,178,Darren Bragg,
1998,Topps,Topps,179,Orel Hershiser,
1998,Topps,Topps,180,Ray Lankford,
1998,Topps,Topps,181,Hideki Irabu,
1998,Topps,Topps,182,Kevin Young,
1998,Topps,Topps,183,Javy Lopez,
1998,Topps,Topps,184,Jeff Montgomery,
1998,Topps,Topps,185,Mike Holtz,ASR
1998,Topps,Topps,186,George Williams,
1998,Topps,Topps,187,Cal Eldred,
1998,Topps,Topps,188,Tom Candiotti,
1998,Topps,Topps,189,Glenallen Hill,
1998,Topps,Topps,190,Brian Giles,
1998,Topps,Topps,191,Dave Mlicki,
1998,Topps,Topps,192,Garrett Stephenson,
1998,Topps,Topps,193,Jeff Frye,
1998,Topps,Topps,194,Joe Oliver,
1998,Topps,Topps,195,Bob Hamelin,
1998,Topps,Topps,196,Luis Sojo,
1998,Topps,Topps,197,LaTroy Hawkins,
1998,Topps,Topps,198,Kevin Elster,
1998,Topps,Topps,199,Jeff Reed,
1998,Topps,Topps,200,Dennis Eckersley,
1998,Topps,Topps,201,Bill Mueller,
1998,Topps,Topps,202,Russ Davis,
1998,Topps,Topps,203,Armando Benitez,
1998,Topps,Topps,204,Quilvio Veras,
1998,Topps,Topps,205,Tim Naehring,
1998,Topps,Topps,206,Quinton McCracken,
1998,Topps,Topps,207,Raul Casanova,
1998,Topps,Topps,208,Matt Lawton,
1998,Topps,Topps,209,Luis Alicea,
1998,Topps,Topps,210,Luis Gonzalez,
1998,Topps,Topps,211,Allen Watson,
1998,Topps,Topps,212,Gerald Williams,
1998,Topps,Topps,213,David Bell,
1998,Topps,Topps,214,Todd Hollandsworth,
1998,Topps,Topps,215,Wade Boggs,
1998,Topps,Topps,216,Jose Mesa,
1998,Topps,Topps,217,Jamie Moyer,
1998,Topps,Topps,218,Darren Daulton,
1998,Topps,Topps,219,Mickey Morandini,
1998,Topps,Topps,220,Rusty Greer,
1998,Topps,Topps,221,Jim Bullinger,
1998,Topps,Topps,222,Jose Offerman,
1998,Topps,Topps,223,Matt Karchner,
1998,Topps,Topps,224,Woody Williams,
1998,Topps,Topps,225,Mark Loretta,
1998,Topps,Topps,226,Mike Hampton,
1998,Topps,Topps,227,Willie Adams,
1998,Topps,Topps,228,Scott Hatteberg,ASR
1998,Topps,Topps,229,Rich Amaral,
1998,Topps,Topps,230,Terry Steinbach,
1998,Topps,Topps,231,Glendon Rusch,
1998,Topps,Topps,232,Bret Boone,
1998,Topps,Topps,233,Robert Person,
1998,Topps,Topps,234,Jose Hernandez,
1998,Topps,Topps,235,Doug Drabek,
1998,Topps,Topps,236,Jason McDonald,
1998,Topps,Topps,237,Chris Widger,
1998,Topps,Topps,238,Tom Martin,RC
1998,Topps,Topps,239,Dave Burba,
1998,Topps,Topps,240,Pete Rose Jr.,RC
1998,Topps,Topps,241,Bobby Ayala,
1998,Topps,Topps,242,Tim Wakefield,
1998,Topps,Topps,243,Dennis Springer,RC
1998,Topps,Topps,244,Tim Belcher,
1998,Topps,Topps,245,Jon Garland / Geoff Goetz,DPK
1998,Topps,Topps,246,Lance Berkman / Glenn Davis,DPK
1998,Topps,Topps,247,Vernon Wells / Aaron Akin,DPK
1998,Topps,Topps,248,Adam Kennedy / Jason Romano,DPK
1998,Topps,Topps,249,Jason Dellaero / Troy Cameron,DPK
1998,Topps,Topps,250,Jared Sandberg / Alex Sanchez,
1998,Topps,Topps,251,Pablo Ortega / James Manias,
1998,Topps,Topps,252,Jason Conti / Mike Stoner,RC for Stoner only
1998,Topps,Topps,253,John Patterson / Larry Rodriguez,
1998,Topps,Topps,254,Aaron Boone / Adrian Beltre / Ryan Minor,"PROS, RC for Minor only"
1998,Topps,Topps,255,Ben Grieve / Dermal Brown / Brian Buchanan,PROS
1998,Topps,Topps,256,Carl Pavano / Gil Meche / Kerry Wood,PROS
1998,Topps,Topps,257,Richie Sexson / Daryle Ward / David Ortiz,PROS
1998,Topps,Topps,258,Randy Winn / Juan Encarnacion / Andrew Vessel,PROS
1998,Topps,Topps,259,Travis Smith / Courtney Duncan / Kris Benson,"PROS, RC for Smith and Duncan only"
1998,Topps,Topps,260,Chad Hermansen / Brent Butler / Warren Morris,"PROS, RC for Morris only"
1998,Topps,Topps,261,Elieser Marrero / Ramon Hernandez / Ben Davis,"PROS, UER: Name misspelled ""Eliesser"" on front"
1998,Topps,Topps,262,Eric Chavez / Russ Johnson / Russell Branyan,PROS
1998,Topps,Topps,263,John Barnes / Ryan Jackson / Todd Dunwoody,"PROS, RC for Jackson only"
1998,Topps,Topps,264,Brian Fuentes / Matt Clement / Roy Halladay,"PROS, RC for Fuentes only"
1998,Topps,Topps,265,Randy Johnson,SH
1998,Topps,Topps,266,Kevin Brown,SH
1998,Topps,Topps,267,Francisco Cordova / Ricardo Rincon,SH
1998,Topps,Topps,268,Nomar Garciaparra,SH
1998,Topps,Topps,269,Tino Martinez,SH
1998,Topps,Topps,270,Chuck Knoblauch,ILP
1998,Topps,Topps,271,Pedro Martinez,ILP
1998,Topps,Topps,272,Denny Neagle,ILP
1998,Topps,Topps,273,Juan Gonzalez,ILP
1998,Topps,Topps,274,Andres Galarraga,ILP
1998,Topps,Topps,277,Moises Alou,"WS, FOIL"
1998,Topps,Topps,278,Sandy Alomar,"WS, FOIL"
1998,Topps,Topps,279,Gary Sheffield,"WS, FOIL"
1998,Topps,Topps,280,Matt Williams,"WS, FOIL"
1998,Topps,Topps,281,Livan Hernandez,"WS, FOIL"
1998,Topps,Topps,282,Chad Ogea,"WS, FOIL"
1998,Topps,Topps,283,Marlins Win World Series,"WS, FOIL"
1998,Topps,Topps,284,Tino Martinez,
1998,Topps,Topps,285,Roberto Alomar,
1998,Topps,Topps,286,Jeff King,
1998,Topps,Topps,287,Brian Jordan,
1998,Topps,Topps,288,Darin Erstad,
1998,Topps,Topps,289,Ken Caminiti,
1998,Topps,Topps,290,Jim Thome,
1998,Topps,Topps,291,Paul Molitor,
1998,Topps,Topps,292,Ivan Rodriguez,
1998,Topps,Topps,293,Bernie Williams,
1998,Topps,Topps,294,Todd Hundley,
1998,Topps,Topps,295,Andres Galarraga,
1998,Topps,Topps,296,Greg Maddux,
1998,Topps,Topps,297,Edgar Martinez,
1998,Topps,Topps,298,Ron Gant,
1998,Topps,Topps,299,Derek Bell,
1998,Topps,Topps,300,Roger Clemens,
1998,Topps,Topps,301,Rondell White,
1998,Topps,Topps,302,Barry Larkin,
1998,Topps,Topps,303,Robin Ventura,
1998,Topps,Topps,304,Jason Kendall,
1998,Topps,Topps,305,Chipper Jones,
1998,Topps,Topps,306,John Franco,
1998,Topps,Topps,307,Sammy Sosa,
1998,Topps,Topps,308,Troy Percival,
1998,Topps,Topps,309,Chuck Knoblauch,
1998,Topps,Topps,310,Ellis Burks,
1998,Topps,Topps,311,Al Martin,
1998,Topps,Topps,312,Tim Salmon,
1998,Topps,Topps,313,Moises Alou,
1998,Topps,Topps,314,Lance Johnson,
1998,Topps,Topps,315,Justin Thompson,
1998,Topps,Topps,316,Will Clark,
1998,Topps,Topps,317,Barry Bonds,
1998,Topps,Topps,318,Craig Biggio,
1998,Topps,Topps,319,John Smoltz,
1998,Topps,Topps,320,Cal Ripken,
1998,Topps,Topps,321,Ken Griffey Jr.,
1998,Topps,Topps,322,Paul O'Neill,
1998,Topps,Topps,323,Todd Helton,
1998,Topps,Topps,324,John Olerud,
1998,Topps,Topps,325,Mark McGwire,
1998,Topps,Topps,326,Jose Cruz Jr.,ASR
1998,Topps,Topps,327,Jeff Cirillo,
1998,Topps,Topps,328,Dean Palmer,
1998,Topps,Topps,329,John Wetteland,
1998,Topps,Topps,330,Steve Finley,
1998,Topps,Topps,331,Albert Belle,
1998,Topps,Topps,332,Curt Schilling,
1998,Topps,Topps,333,Raul Mondesi,
1998,Topps,Topps,334,Andruw Jones,ASR
1998,Topps,Topps,335,Nomar Garciaparra,ASR
1998,Topps,Topps,336,David Justice,
1998,Topps,Topps,337,Andy Pettitte,
1998,Topps,Topps,338,Pedro Martinez,"UER: Born 7/25, should be 10/25"
1998,Topps,Topps,339,Travis Miller,
1998,Topps,Topps,340,Chris Stynes,
1998,Topps,Topps,341,Gregg Jefferies,
1998,Topps,Topps,342,Jeff Fassero,
1998,Topps,Topps,343,Craig Counsell,
1998,Topps,Topps,344,Wilson Alvarez,
1998,Topps,Topps,345,Bip Roberts,
1998,Topps,Topps,346,Kelvim Escobar,
1998,Topps,Topps,347,Mark Bellhorn,
1998,Topps,Topps,348,Cory Lidle,RC
1998,Topps,Topps,349,Fred McGriff,
1998,Topps,Topps,350,Chuck Carr,
1998,Topps,Topps,351,Bob Abreu,
1998,Topps,Topps,352,Juan Guzman,
1998,Topps,Topps,353,Fernando Vina,
1998,Topps,Topps,354,Andy Benes,
1998,Topps,Topps,355,Dave Nilsson,
1998,Topps,Topps,356,Bobby Bonilla,
1998,Topps,Topps,357,Ismael Valdes,
1998,Topps,Topps,358,Carlos Perez,
1998,Topps,Topps,359,Kirk Rueter,
1998,Topps,Topps,360,Bartolo Colon,
1998,Topps,Topps,361,Mel Rojas,
1998,Topps,Topps,362,Johnny Damon,
1998,Topps,Topps,363,Geronimo Berroa,"UER: Bats Left, should be Right"
1998,Topps,Topps,364,Reggie Sanders,
1998,Topps,Topps,365,Jermaine Allensworth,
1998,Topps,Topps,366,Orlando Cabrera,
1998,Topps,Topps,367,Jorge Fabregas,
1998,Topps,Topps,368,Scott Stahoviak,
1998,Topps,Topps,369,Ken Cloude,
1998,Topps,Topps,370,Donovan Osborne,
1998,Topps,Topps,371,Roger Cedeno,
1998,Topps,Topps,372,Neifi Perez,
1998,Topps,Topps,373,Chris Holt,
1998,Topps,Topps,374,Cecil Fielder,
1998,Topps,Topps,375,Marty Cordova,
1998,Topps,Topps,376,Tom Goodwin,
1998,Topps,Topps,377,Jeff Suppan,
1998,Topps,Topps,378,Jeff Brantley,
1998,Topps,Topps,379,Mark Langston,
1998,Topps,Topps,380,Shane Reynolds,
1998,Topps,Topps,381,Mike Fetters,
1998,Topps,Topps,382,Todd Greene,
1998,Topps,Topps,383,Ray Durham,
1998,Topps,Topps,384,Carlos Delgado,
1998,Topps,Topps,385,Jeff D'Amico,
1998,Topps,Topps,386,Brian McRae,
1998,Topps,Topps,387,Alan Benes,
1998,Topps,Topps,388,Heathcliff Slocumb,
1998,Topps,Topps,389,Eric Young,
1998,Topps,Topps,390,Travis Fryman,
1998,Topps,Topps,391,David Cone,
1998,Topps,Topps,392,Otis Nixon,
1998,Topps,Topps,393,Jeremi Gonzalez,
1998,Topps,Topps,394,Jeff Juden,
1998,Topps,Topps,395,Jose Vizcaino,
1998,Topps,Topps,396,Ugueth Urbina,
1998,Topps,Topps,397,Ramon Martinez,
1998,Topps,Topps,398,Robb Nen,
1998,Topps,Topps,399,Harold Baines,
1998,Topps,Topps,400,Delino DeShields,
1998,Topps,Topps,401,John Burkett,
1998,Topps,Topps,402,Sterling Hitchcock,
1998,Topps,Topps,403,Mark Clark,
1998,Topps,Topps,404,Terrell Wade,
1998,Topps,Topps,405,Scott Brosius,
1998,Topps,Topps,406,Chad Curtis,
1998,Topps,Topps,407,Brian Johnson,
1998,Topps,Topps,408,Roberto Kelly,
1998,Topps,Topps,409,Dave Dellucci,RC
1998,Topps,Topps,410,Michael Tucker,
1998,Topps,Topps,411,Mark Kotsay,
1998,Topps,Topps,412,Mark Lewis,
1998,Topps,Topps,413,Ryan McGuire,
1998,Topps,Topps,414,Shawon Dunston,
1998,Topps,Topps,415,Brad Rigby,
1998,Topps,Topps,416,Scott Erickson,
1998,Topps,Topps,417,Bobby Jones,
1998,Topps,Topps,418,Darren Oliver,
1998,Topps,Topps,419,John Smiley,
1998,Topps,Topps,420,T.J. Mathews,
1998,Topps,Topps,421,Dustin Hermanson,
1998,Topps,Topps,422,Mike Timlin,
1998,Topps,Topps,423,Willie Blair,
1998,Topps,Topps,424,Manny Alexander,
1998,Topps,Topps,425,Bob Tewksbury,
1998,Topps,Topps,426,Pete Schourek,
1998,Topps,Topps,427,Reggie Jefferson,
1998,Topps,Topps,428,Ed Sprague,
1998,Topps,Topps,429,Jeff Conine,
1998,Topps,Topps,430,Roberto Hernandez,
1998,Topps,Topps,431,Tom Pagnozzi,
1998,Topps,Topps,432,Jaret Wright,
1998,Topps,Topps,433,Livan Hernandez,
1998,Topps,Topps,434,Andy Ashby,
1998,Topps,Topps,435,Todd Dunn,
1998,Topps,Topps,436,Bobby Higginson,
1998,Topps,Topps,437,Rod Beck,
1998,Topps,Topps,438,Jim Leyritz,
1998,Topps,Topps,439,Matt Williams,
1998,Topps,Topps,440,Brett Tomko,
1998,Topps,Topps,441,Joe Randa,
1998,Topps,Topps,442,Chris Carpenter,
1998,Topps,Topps,443,Dennis Reyes,
1998,Topps,Topps,444,Al Leiter,
1998,Topps,Topps,445,Jason Schmidt,
1998,Topps,Topps,446,Ken Hill,
1998,Topps,Topps,447,Shannon Stewart,
1998,Topps,Topps,448,Enrique Wilson,
1998,Topps,Topps,449,Fernando Tatis,
1998,Topps,Topps,450,Jimmy Key,
1998,Topps,Topps,451,Darrin Fletcher,
1998,Topps,Topps,452,John Valentin,
1998,Topps,Topps,453,Kevin Tapani,
1998,Topps,Topps,454,Eric Karros,
1998,Topps,Topps,455,Jay Bell,
1998,Topps,Topps,456,Walt Weiss,
1998,Topps,Topps,457,Devon White,
1998,Topps,Topps,458,Carl Pavano,
1998,Topps,Topps,459,Mike Lansing,
1998,Topps,Topps,460,John Flaherty,
1998,Topps,Topps,461,Richard Hidalgo,
1998,Topps,Topps,462,Quinton McCracken,
1998,Topps,Topps,463,Karim Garcia,
1998,Topps,Topps,464,Miguel Cairo,
1998,Topps,Topps,465,Edwin Diaz,
1998,Topps,Topps,466,Bobby Smith,
1998,Topps,Topps,467,Yamil Benitez,
1998,Topps,Topps,468,Rich Butler,RC
1998,Topps,Topps,469,Ben Ford,RC
1998,Topps,Topps,470,Bubba Trammell,
1998,Topps,Topps,471,Brent Brede,
1998,Topps,Topps,472,Brooks Kieschnick,
1998,Topps,Topps,473,Carlos Castillo,
1998,Topps,Topps,474,Brad Radke,SH
1998,Topps,Topps,475,Roger Clemens,SH
1998,Topps,Topps,476,Curt Schilling,SH
1998,Topps,Topps,477,John Olerud,SH
1998,Topps,Topps,478,Mark McGwire,SH
1998,Topps,Topps,479,Mike Piazza / Ken Griffey Jr.,IPV
1998,Topps,Topps,480,Jeff Bagwell / Frank Thomas,IPV
1998,Topps,Topps,481,Chipper Jones / Nomar Garciaparra,IPV
1998,Topps,Topps,482,Larry Walker / Juan Gonzalez,IPV
1998,Topps,Topps,483,Gary Sheffield / Tino Martinez,IPV
1998,Topps,Topps,484,Derrick Gibson / Michael Coleman / Norm Hutchins,PROS
1998,Topps,Topps,485,Braden Looper / Cliff Politte / Brian Rose,PROS
1998,Topps,Topps,486,Eric Milton / Jason Marquis / Corey Lee,PROS
1998,Topps,Topps,487,A.J. Hinch / Mark Osborne / Robert Fick,"PROS, RC for Osborne and Fick only"
1998,Topps,Topps,488,Aramis Ramirez / Alex Gonzalez / Sean Casey,PROS
1998,Topps,Topps,489,Tim Drew / Donnie Bridges,"DPK, RC"
1998,Topps,Topps,490,Darnell McDonald / Ntema Ndungidi,"DPK, RC, UER: Back bios are swapped, should be McDonald on top"
1998,Topps,Topps,491,Ryan Anderson / Mark Mangum,"DPK, RC for Anderson only"
1998,Topps,Topps,492,J.J. Davis / Troy Glaus,"DPK, RC for Glaus only"
1998,Topps,Topps,493,Jayson Werth / Dan Reichert,"DPK, RC for Reichert only"
1998,Topps,Topps,494,John Curtice / Mike Cuddyer,"DPK, RC"
1998,Topps,Topps,495,Jack Cust / Jason Standridge,"DPK, RC for Cust only"
1998,Topps,Topps,496,Brian Anderson,
1998,Topps,Topps,497,Tony Saunders,ASRPlayer not a Topps All-Star Rookie but card has the trophy
1998,Topps,Topps,498,Jhensy Sandoval / Vladimir Nunez,
1998,Topps,Topps,499,Brad Penny / Nick Bierbrodt,"UER: Photos on front are reversed, should be Penny (RHP) on left and Bierbrodt (LHP) on right"
1998,Topps,Topps,500,Dustin Carr / Luis Cruz,RC
1998,Topps,Topps,501,Cedrick Bowers / Marcus McCain,
1998,Topps,Topps,502,Checklist: 284-442,CL
1998,Topps,Topps,503,Checklist: 443-503 and Inserts,CL
1998,Topps,Topps,504,Alex Rodriguez,
1998,Bowman,Bowman,1,Nomar Garciaparra,
1998,Bowman,Bowman,2,Scott Rolen,
1998,Bowman,Bowman,3,Andy Pettitte,
1998,Bowman,Bowman,4,Ivan Rodriguez,
1998,Bowman,Bowman,5,Mark McGwire,
1998,Bowman,Bowman,6,Jason Dickson,
1998,Bowman,Bowman,7,Jose Cruz Jr.,
1998,Bowman,Bowman,8,Jeff Kent,
1998,Bowman,Bowman,9,Mike Mussina,
1998,Bowman,Bowman,10,Jason Kendall,
1998,Bowman,Bowman,11,Brett Tomko,
1998,Bowman,Bowman,12,Jeff King,
1998,Bowman,Bowman,13,Brad Radke,
1998,Bowman,Bowman,14,Robin Ventura,
1998,Bowman,Bowman,15,Jeff Bagwell,
1998,Bowman,Bowman,16,Greg Maddux,
1998,Bowman,Bowman,17,John Jaha,
1998,Bowman,Bowman,18,Mike Piazza,
1998,Bowman,Bowman,19,Edgar Martinez,
1998,Bowman,Bowman,20,David Justice,
1998,Bowman,Bowman,21,Todd Hundley,
1998,Bowman,Bowman,22,Tony Gwynn,
1998,Bowman,Bowman,23,Larry Walker,
1998,Bowman,Bowman,24,Bernie Williams,
1998,Bowman,Bowman,25,Edgar Renteria,
1998,Bowman,Bowman,26,Rafael Palmeiro,
1998,Bowman,Bowman,27,Tim Salmon,
1998,Bowman,Bowman,28,Matt Morris,
1998,Bowman,Bowman,29,Shawn Estes,
1998,Bowman,Bowman,30,Vladimir Guerrero,
1998,Bowman,Bowman,31,Fernando Tatis,
1998,Bowman,Bowman,32,Justin Thompson,
1998,Bowman,Bowman,33,Ken Griffey Jr.,
1998,Bowman,Bowman,34,Edgardo Alfonzo,
1998,Bowman,Bowman,35,Mo Vaughn,
1998,Bowman,Bowman,36,Marty Cordova,
1998,Bowman,Bowman,37,Craig Biggio,
1998,Bowman,Bowman,38,Roger Clemens,
1998,Bowman,Bowman,39,Mark Grace,
1998,Bowman,Bowman,40,Ken Caminiti,
1998,Bowman,Bowman,41,Tony Womack,
1998,Bowman,Bowman,42,Albert Belle,
1998,Bowman,Bowman,43,Tino Martinez,
1998,Bowman,Bowman,44,Sandy Alomar,
1998,Bowman,Bowman,45,Jeff Cirillo,
1998,Bowman,Bowman,46,Jason Giambi,
1998,Bowman,Bowman,47,Darin Erstad,
1998,Bowman,Bowman,48,Livan Hernandez,
1998,Bowman,Bowman,49,Mark Grudzielanek,
1998,Bowman,Bowman,50,Sammy Sosa,
1998,Bowman,Bowman,51,Curt Schilling,
1998,Bowman,Bowman,52,Brian Hunter,
1998,Bowman,Bowman,53,Neifi Perez,
1998,Bowman,Bowman,54,Todd Walker,
1998,Bowman,Bowman,55,Jose Guillen,
1998,Bowman,Bowman,56,Jim Thome,
1998,Bowman,Bowman,57,Tom Glavine,
1998,Bowman,Bowman,58,Todd Greene,
1998,Bowman,Bowman,59,Rondell White,
1998,Bowman,Bowman,60,Roberto Alomar,
1998,Bowman,Bowman,61,Tony Clark,
1998,Bowman,Bowman,62,Vinny Castilla,
1998,Bowman,Bowman,63,Barry Larkin,
1998,Bowman,Bowman,64,Hideki Irabu,
1998,Bowman,Bowman,65,Johnny Damon,
1998,Bowman,Bowman,66,Juan Gonzalez,
1998,Bowman,Bowman,67,John Olerud,
1998,Bowman,Bowman,68,Gary Sheffield,
1998,Bowman,Bowman,69,Raul Mondesi,
1998,Bowman,Bowman,70,Chipper Jones,
1998,Bowman,Bowman,71,David Ortiz,
